port,count
47308/udp,1
49943/tcp,1
34452/udp,1
33659/udp,1
18267/tcp,1
32530/udp,1
27025/tcp,1
46085/tcp,1
52002/tcp,1
25012/tcp,1
58067/tcp,1
31274/udp,1
38526/tcp,1
36791/udp,1
2773/udp,1
37020/tcp,1
59488/tcp,1
38272/tcp,1
23568/tcp,1
49284/tcp,1
20407/tcp,1
2412/udp,1
65430/udp,1
40871/tcp,1
30598/tcp,1
19643/udp,1
3264/udp,1
35281/tcp,1
5278/udp,1
47989/udp,1
41165/udp,1
35305/tcp,1
27752/tcp,1
856/udp,1
26630/tcp,1
28526/tcp,1
3780/udp,1
13197/tcp,1
15268/tcp,1
11091/tcp,1
8749/udp,1
30256/udp,1
39185/tcp,1
42951/tcp,1
11106/udp,1
50810/tcp,1
53286/tcp,1
14424/tcp,1
26286/tcp,1
35662/tcp,1
1893/udp,1
18465/tcp,1
58508/tcp,1
35612/udp,1
22942/tcp,1
11660/tcp,1
17691/tcp,1
49661/tcp,1
7438/udp,1
41543/tcp,1
16214/tcp,1
5534/udp,1
19480/tcp,1
16652/tcp,1
6956/tcp,1
15071/tcp,1
6994/tcp,1
14915/tcp,1
6497/udp,1
31789/udp,1
8818/udp,1
22962/tcp,1
1030/tcp,1
29650/tcp,1
7119/udp,1
30185/udp,1
20462/tcp,1
45280/udp,1
42467/tcp,1
1412/udp,1
16143/udp,1
54587/tcp,1
19338/tcp,1
37503/tcp,1
47826/tcp,1
19030/tcp,1
4960/udp,1
32747/udp,1
49521/tcp,1
3689/udp,1
57338/tcp,1
10508/udp,1
6351/tcp,1
33277/tcp,1
58316/tcp,1
48173/tcp,1
50775/tcp,1
24442/tcp,1
48218/tcp,1
25465/tcp,1
24880/tcp,1
48239/tcp,1
10519/tcp,1
29297/tcp,1
52535/tcp,1
23374/tcp,1
15881/udp,1
7364/udp,1
45287/udp,1
10574/tcp,1
5552/tcp,1
12862/tcp,1
17586/tcp,1
4852/udp,1
19595/udp,1
36411/tcp,1
22183/udp,1
47719/tcp,1
7831/udp,1
59087/udp,1
60020/tcp,1
35486/udp,1
53982/tcp,1
50383/tcp,1
28296/tcp,1
53725/tcp,1
41564/tcp,1
5959/udp,1
14688/udp,1
29403/udp,1
47885/udp,1
1687/udp,1
8312/udp,1
28563/udp,1
7380/udp,1
45150/tcp,1
3316/udp,1
25546/tcp,1
18100/tcp,1
5393/udp,1
58210/tcp,1
7840/udp,1
60086/tcp,1
8208/udp,1
58416/tcp,1
10504/tcp,1
12631/tcp,1
34168/tcp,1
33619/udp,1
30379/tcp,1
55511/tcp,1
19640/tcp,1
38919/tcp,1
23683/udp,1
26220/tcp,1
5180/udp,1
36061/udp,1
33809/udp,1
9766/udp,1
42571/udp,1
45898/tcp,1
46585/tcp,1
44326/tcp,1
27877/udp,1
33552/udp,1
52869/tcp,1
34665/tcp,1
39540/tcp,1
51825/tcp,1
16650/tcp,1
25136/tcp,1
32856/tcp,1
48436/tcp,1
30341/tcp,1
26517/tcp,1
50626/tcp,1
54103/tcp,1
53058/tcp,1
46011/tcp,1
7482/tcp,1
60377/tcp,1
16903/tcp,1
18744/tcp,1
60138/tcp,1
63304/udp,1
60183/tcp,1
47537/tcp,1
16719/tcp,1
45606/udp,1
45493/tcp,1
33158/udp,1
12746/tcp,1
44867/tcp,1
14390/tcp,1
29765/tcp,1
10098/udp,1
40661/tcp,1
59364/tcp,1
2057/udp,1
36456/tcp,1
1910/udp,1
38006/tcp,1
42697/tcp,1
6393/tcp,1
55663/tcp,1
5226/udp,1
35835/tcp,1
6071/tcp,1
14616/udp,1
61564/tcp,1
12052/tcp,1
24575/tcp,1
42606/tcp,1
54665/tcp,1
34337/tcp,1
1437/udp,1
42090/udp,1
9254/tcp,1
15264/tcp,1
10639/tcp,1
22083/tcp,1
13276/tcp,1
7676/tcp,1
35988/udp,1
34327/tcp,1
7236/udp,1
6083/udp,1
40015/tcp,1
6116/tcp,1
6477/tcp,1
5144/tcp,1
23495/tcp,1
24382/tcp,1
3145/udp,1
60762/udp,1
62075/tcp,1
6437/udp,1
9208/udp,1
4656/udp,1
59504/udp,1
56396/tcp,1
31835/tcp,1
45240/tcp,1
17553/tcp,1
45085/tcp,1
16214/udp,1
45031/tcp,1
12643/tcp,1
42293/udp,1
7031/udp,1
42329/udp,1
36736/tcp,1
23735/tcp,1
41649/tcp,1
56640/tcp,1
8862/tcp,1
55020/tcp,1
6228/udp,1
9976/udp,1
3159/udp,1
46608/udp,1
62681/tcp,1
37208/udp,1
54920/tcp,1
58283/tcp,1
18049/tcp,1
20740/tcp,1
48685/udp,1
25966/tcp,1
14784/udp,1
43042/tcp,1
35338/udp,1
34238/udp,1
34310/tcp,1
6934/tcp,1
8171/udp,1
2400/udp,1
43717/tcp,1
38968/udp,1
34757/udp,1
48372/tcp,1
15267/udp,1
12191/tcp,1
31273/tcp,1
64212/udp,1
42478/tcp,1
45906/tcp,1
44391/tcp,1
4258/udp,1
2440/udp,1
57471/tcp,1
1196/udp,1
3299/udp,1
48738/tcp,1
46099/udp,1
7555/tcp,1
45859/udp,1
50876/tcp,1
6197/tcp,1
26370/tcp,1
62027/tcp,1
45953/tcp,1
15483/tcp,1
44996/tcp,1
15499/tcp,1
4688/udp,1
52066/tcp,1
62328/udp,1
41885/tcp,1
7841/tcp,1
28548/tcp,1
9993/udp,1
1273/udp,1
61471/tcp,1
28983/udp,1
43641/udp,1
8283/udp,1
51481/tcp,1
52446/tcp,1
12709/tcp,1
2305/udp,1
44317/tcp,1
40389/tcp,1
58093/tcp,1
49805/tcp,1
40263/tcp,1
32655/udp,1
60390/udp,1
57444/tcp,1
53865/tcp,1
50598/tcp,1
21599/tcp,1
23342/tcp,1
15152/udp,1
8408/udp,1
19744/tcp,1
6866/udp,1
41399/udp,1
33122/udp,1
29530/tcp,1
22763/tcp,1
35541/tcp,1
15645/udp,1
22125/tcp,1
18152/tcp,1
33922/tcp,1
63432/tcp,1
9961/udp,1
23552/tcp,1
43519/tcp,1
54572/tcp,1
8559/udp,1
53715/tcp,1
32061/udp,1
47192/tcp,1
5237/tcp,1
29992/tcp,1
57145/tcp,1
55611/tcp,1
13120/tcp,1
11199/tcp,1
46559/tcp,1
64091/tcp,1
29875/tcp,1
58113/udp,1
61629/tcp,1
32754/tcp,1
42384/tcp,1
28538/tcp,1
34791/udp,1
36442/tcp,1
37088/tcp,1
2676/udp,1
60518/tcp,1
44651/udp,1
13046/tcp,1
45175/tcp,1
46786/udp,1
5998/tcp,1
20765/udp,1
18659/tcp,1
53058/udp,1
22373/tcp,1
48616/tcp,1
22939/tcp,1
9748/tcp,1
42507/tcp,1
57245/tcp,1
18177/tcp,1
26641/tcp,1
16069/udp,1
28509/udp,1
31101/tcp,1
24088/tcp,1
8625/tcp,1
57826/tcp,1
8053/tcp,1
27188/tcp,1
5065/udp,1
10047/tcp,1
39652/tcp,1
9666/tcp,1
18979/udp,1
22981/tcp,1
512/tcp,1
9827/udp,1
65012/tcp,1
40791/tcp,1
4413/udp,1
48881/tcp,1
29459/tcp,1
9337/udp,1
2323/udp,1
28256/tcp,1
15223/udp,1
12997/tcp,1
7057/tcp,1
6454/udp,1
6816/udp,1
23799/tcp,1
20970/tcp,1
9390/udp,1
28946/tcp,1
38949/tcp,1
46070/tcp,1
8077/udp,1
23765/udp,1
30030/tcp,1
5223/udp,1
64080/udp,1
45432/tcp,1
36845/udp,1
21545/tcp,1
16578/tcp,1
48217/tcp,1
21631/tcp,1
16791/tcp,1
29676/tcp,1
30583/tcp,1
52105/tcp,1
19255/tcp,1
21634/udp,1
11293/udp,1
39449/udp,1
60049/tcp,1
37984/tcp,1
55634/udp,1
30319/tcp,1
34968/tcp,1
45718/tcp,1
9228/udp,1
17731/udp,1
45459/tcp,1
16287/tcp,1
56172/tcp,1
36954/tcp,1
43933/udp,1
41846/tcp,1
10741/tcp,1
34338/tcp,1
13179/tcp,1
65146/tcp,1
13272/udp,1
55788/tcp,1
15786/tcp,1
53601/tcp,1
33693/tcp,1
10252/tcp,1
16466/tcp,1
46553/udp,1
61662/udp,1
63691/udp,1
48927/udp,1
14824/tcp,1
11497/udp,1
17179/tcp,1
26914/tcp,1
12065/tcp,1
21562/tcp,1
6535/tcp,1
32757/tcp,1
64873/udp,1
31107/tcp,1
39860/tcp,1
18983/tcp,1
37697/udp,1
45928/tcp,1
11216/tcp,1
13137/tcp,1
46436/tcp,1
10255/tcp,1
17633/tcp,1
2109/udp,1
50947/tcp,1
33828/tcp,1
35669/tcp,1
60301/udp,1
48206/tcp,1
5397/udp,1
15581/tcp,1
45860/tcp,1
4716/udp,1
7522/tcp,1
20118/tcp,1
36745/tcp,1
29275/tcp,1
33115/tcp,1
8387/udp,1
5949/tcp,1
39798/tcp,1
57613/tcp,1
48479/tcp,1
25220/tcp,1
32402/udp,1
30161/tcp,1
6444/udp,1
8542/tcp,1
42474/tcp,1
36160/tcp,1
9609/udp,1
12624/udp,1
37371/tcp,1
3020/udp,1
5411/tcp,1
33021/tcp,1
7192/udp,1
35320/tcp,1
37386/tcp,1
49574/tcp,1
3628/udp,1
13542/tcp,1
34417/tcp,1
3934/udp,1
11372/udp,1
60773/udp,1
10750/tcp,1
32528/udp,1
33511/udp,1
44072/tcp,1
54427/tcp,1
54743/tcp,1
43434/tcp,1
5989/tcp,1
6854/tcp,1
9686/tcp,1
35772/tcp,1
36072/tcp,1
24812/tcp,1
316/udp,1
59850/udp,1
45536/tcp,1
49075/tcp,1
36094/udp,1
37011/tcp,1
9684/tcp,1
65083/tcp,1
28550/tcp,1
25363/tcp,1
7986/udp,1
16788/tcp,1
56964/tcp,1
13561/tcp,1
39045/tcp,1
8138/udp,1
1800/udp,1
49061/tcp,1
14103/tcp,1
14101/tcp,1
1620/udp,1
33836/udp,1
64037/tcp,1
32159/tcp,1
53453/tcp,1
22869/udp,1
1251/udp,1
34016/udp,1
47638/tcp,1
45943/tcp,1
37663/tcp,1
22210/tcp,1
38958/tcp,1
35878/tcp,1
50977/tcp,1
21541/tcp,1
57947/tcp,1
64838/tcp,1
13813/tcp,1
33795/tcp,1
5380/tcp,1
43916/tcp,1
55097/tcp,1
48669/tcp,1
39558/tcp,1
26253/tcp,1
8352/udp,1
58415/tcp,1
22353/udp,1
65080/tcp,1
36563/tcp,1
34639/udp,1
52600/tcp,1
41553/tcp,1
3156/udp,1
38627/tcp,1
24914/tcp,1
26742/tcp,1
22234/tcp,1
53764/tcp,1
12476/udp,1
39731/tcp,1
50910/tcp,1
58036/tcp,1
33269/tcp,1
20802/tcp,1
48229/udp,1
46578/tcp,1
5956/tcp,1
57909/tcp,1
50313/tcp,1
13678/tcp,1
48164/tcp,1
38758/tcp,1
44300/tcp,1
21948/tcp,1
11089/tcp,1
43560/tcp,1
27815/tcp,1
9430/udp,1
46121/tcp,1
62289/udp,1
42793/tcp,1
58692/tcp,1
52217/tcp,1
35122/tcp,1
55096/tcp,1
30165/tcp,1
9681/udp,1
5324/tcp,1
22347/udp,1
26983/tcp,1
25021/tcp,1
47105/tcp,1
37357/tcp,1
45054/tcp,1
23698/tcp,1
42567/udp,1
4213/udp,1
13102/tcp,1
46966/udp,1
3704/udp,1
18965/tcp,1
19184/tcp,1
27249/tcp,1
2772/udp,1
55435/tcp,1
15707/udp,1
27475/udp,1
6681/tcp,1
40912/udp,1
52448/tcp,1
14097/udp,1
16259/udp,1
15493/tcp,1
18240/tcp,1
63149/tcp,1
11187/udp,1
7833/udp,1
28935/tcp,1
64291/udp,1
47780/tcp,1
30540/tcp,1
39487/udp,1
45416/tcp,1
10730/tcp,1
41627/udp,1
13725/tcp,1
1184/udp,1
9627/tcp,1
5992/udp,1
8783/udp,1
51403/tcp,1
16683/tcp,1
45659/tcp,1
9858/tcp,1
44916/udp,1
1341/udp,1
59469/tcp,1
26461/tcp,1
9468/tcp,1
9915/tcp,1
41694/udp,1
45596/tcp,1
51928/tcp,1
46354/udp,1
64233/tcp,1
6096/tcp,1
3854/udp,1
54242/tcp,1
12724/tcp,1
42171/tcp,1
33265/tcp,1
9824/udp,1
33327/udp,1
10500/tcp,1
4276/udp,1
42162/tcp,1
51527/tcp,1
41647/tcp,1
31759/tcp,1
37651/udp,1
53210/tcp,1
39682/tcp,1
33909/udp,1
33569/udp,1
30686/tcp,1
40417/tcp,1
23345/udp,1
12973/udp,1
51595/tcp,1
31769/tcp,1
54856/tcp,1
56107/tcp,1
31569/tcp,1
35970/tcp,1
7558/tcp,1
53583/tcp,1
28085/tcp,1
11903/tcp,1
29282/udp,1
30953/udp,1
11921/tcp,1
339/udp,1
41606/tcp,1
23724/tcp,1
13432/tcp,1
37819/tcp,1
17388/tcp,1
9258/tcp,1
58176/tcp,1
36840/udp,1
23308/tcp,1
45407/tcp,1
41572/tcp,1
28367/udp,1
27065/tcp,1
41375/tcp,1
39186/tcp,1
13482/udp,1
36416/tcp,1
49528/tcp,1
53879/tcp,1
44961/tcp,1
24252/tcp,1
44788/udp,1
29488/tcp,1
43437/tcp,1
14950/tcp,1
10663/tcp,1
44028/udp,1
42469/tcp,1
54827/tcp,1
41716/udp,1
16409/tcp,1
62339/udp,1
38560/tcp,1
57081/tcp,1
2129/udp,1
14666/udp,1
8975/udp,1
35577/tcp,1
32281/tcp,1
32228/tcp,1
61716/tcp,1
29614/udp,1
34450/udp,1
36071/tcp,1
13866/tcp,1
61900/tcp,1
12933/udp,1
19097/tcp,1
14389/udp,1
51437/tcp,1
18814/tcp,1
64585/udp,1
2926/udp,1
18101/tcp,1
5662/tcp,1
26183/tcp,1
19919/tcp,1
22714/tcp,1
58203/tcp,1
2387/udp,1
21361/tcp,1
8932/udp,1
52946/tcp,1
29735/tcp,1
58282/tcp,1
6695/tcp,1
13010/tcp,1
2218/udp,1
53285/tcp,1
36649/tcp,1
56405/tcp,1
33195/tcp,1
30063/tcp,1
6323/udp,1
48724/udp,1
34273/tcp,1
55148/tcp,1
5976/tcp,1
43938/tcp,1
61831/tcp,1
34113/udp,1
1759/udp,1
16295/tcp,1
25736/tcp,1
46959/tcp,1
14734/tcp,1
58036/udp,1
39681/udp,1
64648/udp,1
26206/tcp,1
27140/udp,1
15746/tcp,1
15914/tcp,1
14549/tcp,1
47061/udp,1
25063/tcp,1
20408/tcp,1
21860/tcp,1
20054/tcp,1
57793/tcp,1
6295/udp,1
32855/tcp,1
12454/tcp,1
28146/tcp,1
32364/tcp,1
10297/tcp,1
46190/tcp,1
13797/tcp,1
26146/tcp,1
34993/tcp,1
8070/udp,1
14206/udp,1
65029/udp,1
42794/tcp,1
31344/tcp,1
9696/udp,1
18449/tcp,1
35037/tcp,1
33936/tcp,1
21529/tcp,1
14405/tcp,1
56164/tcp,1
13243/tcp,1
9712/udp,1
13313/tcp,1
8677/udp,1
34782/tcp,1
27340/tcp,1
55147/tcp,1
38641/tcp,1
9377/tcp,1
32158/tcp,1
27203/udp,1
40754/tcp,1
23146/tcp,1
59276/tcp,1
28253/tcp,1
12871/udp,1
40422/tcp,1
53270/udp,1
55064/tcp,1
30962/udp,1
22478/tcp,1
4369/udp,1
2684/udp,1
15594/tcp,1
13945/tcp,1
54399/tcp,1
38974/udp,1
32244/tcp,1
30167/tcp,1
53356/tcp,1
14412/tcp,1
48845/tcp,1
62427/udp,1
28243/tcp,1
33332/tcp,1
10429/tcp,1
6470/tcp,1
18481/tcp,1
13956/tcp,1
36421/udp,1
41544/tcp,1
53776/tcp,1
54445/tcp,1
5014/udp,1
21577/udp,1
30593/udp,1
2700/udp,1
9717/udp,1
46887/udp,1
30079/udp,1
5733/tcp,1
34881/udp,1
17675/tcp,1
16196/tcp,1
47779/tcp,1
44662/tcp,1
38673/tcp,1
26081/udp,1
56246/tcp,1
2756/udp,1
48083/tcp,1
7424/udp,1
8219/udp,1
47027/tcp,1
61581/udp,1
45063/tcp,1
22011/tcp,1
28156/tcp,1
44612/tcp,1
58008/tcp,1
64585/tcp,1
5311/tcp,1
58194/udp,1
17609/tcp,1
45888/tcp,1
44140/tcp,1
26099/tcp,1
31755/tcp,1
17437/tcp,1
56443/tcp,1
4167/udp,1
55012/tcp,1
31278/tcp,1
59428/tcp,1
9925/tcp,1
43993/tcp,1
4062/udp,1
54115/tcp,1
31715/tcp,1
5322/tcp,1
9524/udp,1
42955/udp,1
1754/udp,1
19557/tcp,1
8556/tcp,1
9141/udp,1
34706/tcp,1
47968/udp,1
15858/tcp,1
51719/tcp,1
54859/tcp,1
45739/tcp,1
9144/udp,1
2900/udp,1
22878/tcp,1
65532/udp,1
11678/tcp,1
49000/tcp,1
36387/tcp,1
37561/tcp,1
59837/udp,1
24563/tcp,1
11931/tcp,1
61172/udp,1
26856/udp,1
57897/tcp,1
38066/udp,1
25057/tcp,1
9183/udp,1
30603/tcp,1
9535/tcp,1
54156/udp,1
23488/tcp,1
12819/tcp,1
49830/tcp,1
10209/tcp,1
36196/udp,1
25848/tcp,1
47911/tcp,1
28670/tcp,1
420/udp,1
3633/udp,1
48605/tcp,1
11871/tcp,1
19892/tcp,1
55119/tcp,1
23320/tcp,1
12330/tcp,1
43268/udp,1
36779/tcp,1
53169/tcp,1
7727/tcp,1
49795/tcp,1
61974/udp,1
61906/tcp,1
37585/tcp,1
31215/udp,1
62416/udp,1
47642/tcp,1
40393/tcp,1
12118/tcp,1
48902/udp,1
51743/tcp,1
51076/tcp,1
43930/tcp,1
5363/tcp,1
51229/tcp,1
48973/udp,1
37329/udp,1
36071/udp,1
41998/tcp,1
10465/tcp,1
15731/udp,1
14077/tcp,1
56881/tcp,1
16199/udp,1
15418/tcp,1
46559/udp,1
18524/tcp,1
25184/tcp,1
47144/tcp,1
29738/udp,1
18606/tcp,1
39276/tcp,1
20542/tcp,1
2199/udp,1
30741/tcp,1
55324/tcp,1
39571/tcp,1
13067/tcp,1
12544/tcp,1
59803/tcp,1
17575/tcp,1
42166/tcp,1
55254/tcp,1
6376/udp,1
31745/tcp,1
14145/tcp,1
22378/tcp,1
7413/tcp,1
29964/udp,1
53018/tcp,1
9343/tcp,1
26122/tcp,1
42222/tcp,1
1229/udp,1
4492/udp,1
29673/tcp,1
12138/tcp,1
6430/udp,1
31295/udp,1
57916/tcp,1
37466/udp,1
62029/udp,1
31056/tcp,1
44015/tcp,1
42346/tcp,1
15828/tcp,1
25390/tcp,1
23671/tcp,1
42531/tcp,1
58660/tcp,1
44688/tcp,1
29937/tcp,1
48399/tcp,1
45446/tcp,1
58454/tcp,1
48043/udp,1
35143/tcp,1
6290/udp,1
41947/tcp,1
45362/tcp,1
40230/udp,1
5632/tcp,1
20973/tcp,1
34913/tcp,1
27852/tcp,1
20713/tcp,1
38354/tcp,1
64066/tcp,1
14607/tcp,1
45982/udp,1
47992/tcp,1
7531/tcp,1
48367/tcp,1
8682/tcp,1
30998/tcp,1
37113/tcp,1
50699/tcp,1
6863/tcp,1
23025/tcp,1
3645/tcp,1
41525/udp,1
48455/tcp,1
5250/udp,1
65310/udp,1
24755/udp,1
21350/tcp,1
5582/udp,1
7730/udp,1
47819/tcp,1
27056/tcp,1
35569/udp,1
1158/udp,1
52972/tcp,1
12123/tcp,1
17261/udp,1
56901/tcp,1
39427/udp,1
30738/udp,1
58626/tcp,1
8841/tcp,1
11039/tcp,1
4990/udp,1
6057/tcp,1
37626/tcp,1
11537/tcp,1
46187/tcp,1
55575/tcp,1
33928/tcp,1
6007/tcp,1
50808/tcp,1
46855/tcp,1
44430/tcp,1
2807/udp,1
40251/tcp,1
16753/tcp,1
1431/udp,1
36412/tcp,1
40740/tcp,1
44126/tcp,1
47965/tcp,1
9891/udp,1
42293/tcp,1
10676/tcp,1
43539/tcp,1
1760/udp,1
6317/udp,1
55973/tcp,1
25632/tcp,1
38672/tcp,1
48368/tcp,1
38453/tcp,1
7116/udp,1
54383/tcp,1
49122/tcp,1
25461/tcp,1
7081/tcp,1
53403/tcp,1
3947/udp,1
38299/tcp,1
47088/tcp,1
12992/tcp,1
17924/tcp,1
13215/tcp,1
31910/udp,1
19907/tcp,1
45183/tcp,1
58215/tcp,1
35263/tcp,1
32054/udp,1
57297/tcp,1
10597/udp,1
59175/tcp,1
10642/tcp,1
3827/udp,1
2927/udp,1
27341/tcp,1
63753/tcp,1
59762/tcp,1
35980/tcp,1
6687/tcp,1
20318/tcp,1
4138/udp,1
29991/tcp,1
8696/udp,1
6548/udp,1
55577/tcp,1
8261/udp,1
9958/tcp,1
11835/tcp,1
39306/tcp,1
16225/udp,1
7927/tcp,1
5933/udp,1
13679/tcp,1
46909/tcp,1
26977/tcp,1
45875/udp,1
32712/tcp,1
16527/udp,1
6170/udp,1
48981/udp,1
21284/tcp,1
46700/tcp,1
54408/tcp,1
12125/tcp,1
37163/tcp,1
32781/tcp,1
12285/udp,1
57492/tcp,1
39995/tcp,1
57576/udp,1
24999/tcp,1
50348/tcp,1
3929/udp,1
47204/tcp,1
30705/tcp,1
19142/tcp,1
26191/tcp,1
9584/tcp,1
20041/tcp,1
10455/tcp,1
60655/tcp,1
2055/udp,1
26554/tcp,1
57312/tcp,1
43423/udp,1
37868/tcp,1
57058/tcp,1
30865/tcp,1
3901/udp,1
17588/tcp,1
62317/udp,1
13272/tcp,1
31226/tcp,1
21486/tcp,1
10135/tcp,1
47043/tcp,1
5118/udp,1
40745/udp,1
37919/udp,1
55786/tcp,1
54811/tcp,1
39270/tcp,1
15773/udp,1
15698/udp,1
34785/tcp,1
23162/tcp,1
8805/tcp,1
47400/tcp,1
24664/tcp,1
12048/tcp,1
21972/tcp,1
31286/udp,1
65360/tcp,1
48426/udp,1
15610/tcp,1
25397/tcp,1
64300/tcp,1
51476/tcp,1
30442/udp,1
26811/tcp,1
32720/udp,1
34544/udp,1
10752/tcp,1
47996/udp,1
57014/tcp,1
10323/tcp,1
7866/udp,1
21297/tcp,1
22839/tcp,1
47154/tcp,1
54813/tcp,1
28440/tcp,1
59177/tcp,1
11975/udp,1
14748/udp,1
30656/tcp,1
46616/tcp,1
35906/udp,1
37295/udp,1
25150/tcp,1
45936/tcp,1
42788/tcp,1
49264/tcp,1
5975/tcp,1
12448/tcp,1
60396/udp,1
28728/udp,1
2464/tcp,1
46670/udp,1
58446/tcp,1
30551/tcp,1
12989/tcp,1
38232/tcp,1
20826/tcp,1
50726/tcp,1
52188/tcp,1
38799/tcp,1
20790/tcp,1
36750/udp,1
5796/tcp,1
19398/tcp,1
31332/tcp,1
31416/tcp,1
4320/udp,1
55832/tcp,1
35514/udp,1
36601/tcp,1
54928/tcp,1
36628/tcp,1
32068/udp,1
52775/tcp,1
6823/udp,1
55717/tcp,1
47564/tcp,1
34492/udp,1
34323/udp,1
28865/tcp,1
11974/tcp,1
35786/tcp,1
31807/udp,1
40390/tcp,1
47560/tcp,1
6271/udp,1
37878/tcp,1
27394/tcp,1
25177/tcp,1
23877/tcp,1
52599/tcp,1
13295/tcp,1
19075/tcp,1
8245/tcp,1
48694/tcp,1
25758/tcp,1
4897/udp,1
25663/udp,1
47625/tcp,1
13140/tcp,1
8817/udp,1
16339/tcp,1
54964/tcp,1
48508/tcp,1
41801/tcp,1
29927/tcp,1
41671/udp,1
23777/tcp,1
34303/udp,1
43414/tcp,1
9673/tcp,1
1139/udp,1
61703/udp,1
22829/tcp,1
12054/udp,1
4747/udp,1
50857/tcp,1
10770/tcp,1
9139/udp,1
29378/tcp,1
31474/tcp,1
50424/tcp,1
6106/tcp,1
19379/tcp,1
6151/tcp,1
24730/tcp,1
47206/tcp,1
27817/tcp,1
16180/tcp,1
5563/udp,1
50380/tcp,1
16216/tcp,1
59930/tcp,1
21080/tcp,1
56375/udp,1
37414/udp,1
3913/udp,1
42509/tcp,1
25343/udp,1
37842/udp,1
8382/udp,1
17174/tcp,1
16823/tcp,1
30747/udp,1
22281/tcp,1
51976/tcp,1
8858/tcp,1
9566/udp,1
35467/tcp,1
20071/tcp,1
11783/tcp,1
63840/udp,1
15540/tcp,1
38105/udp,1
36740/tcp,1
38128/tcp,1
63391/udp,1
2389/udp,1
32645/tcp,1
12355/tcp,1
35754/tcp,1
10718/tcp,1
60562/tcp,1
60082/tcp,1
5823/udp,1
35697/tcp,1
54736/tcp,1
42862/tcp,1
15926/tcp,1
5919/udp,1
5848/tcp,1
21083/tcp,1
12789/tcp,1
45499/tcp,1
60529/udp,1
42001/tcp,1
7593/udp,1
59811/udp,1
4373/udp,1
16572/tcp,1
55664/tcp,1
28770/tcp,1
19161/tcp,1
26267/tcp,1
10424/udp,1
32877/udp,1
25942/tcp,1
56714/tcp,1
23489/tcp,1
8539/udp,1
38646/tcp,1
13942/udp,1
58387/udp,1
18437/tcp,1
8028/tcp,1
35622/tcp,1
31707/tcp,1
32878/tcp,1
28179/udp,1
17405/tcp,1
50592/tcp,1
23891/tcp,1
60597/tcp,1
35536/udp,1
47143/tcp,1
7336/udp,1
3718/udp,1
6136/udp,1
17431/tcp,1
9433/udp,1
6735/tcp,1
8259/udp,1
36298/tcp,1
51813/tcp,1
7037/udp,1
40481/tcp,1
38331/tcp,1
11076/tcp,1
50480/tcp,1
49131/tcp,1
8120/udp,1
2243/udp,1
14097/tcp,1
50668/tcp,1
24281/tcp,1
35023/tcp,1
27133/udp,1
23545/tcp,1
24617/tcp,1
8022/udp,1
50273/tcp,1
53260/tcp,1
43085/tcp,1
6488/tcp,1
51965/tcp,1
23014/tcp,1
51673/tcp,1
9825/tcp,1
44139/udp,1
21481/tcp,1
2479/udp,1
25955/tcp,1
24485/udp,1
35474/tcp,1
20955/tcp,1
38755/tcp,1
8523/tcp,1
18594/tcp,1
53380/tcp,1
2884/udp,1
10749/tcp,1
27334/tcp,1
52990/tcp,1
41795/tcp,1
8199/tcp,1
40491/tcp,1
48221/tcp,1
13064/udp,1
24379/tcp,1
55395/tcp,1
24505/tcp,1
44180/tcp,1
19608/tcp,1
25201/tcp,1
30832/tcp,1
12334/tcp,1
38900/udp,1
10503/tcp,1
25125/tcp,1
27492/tcp,1
8317/udp,1
15604/tcp,1
46228/udp,1
44837/tcp,1
45326/tcp,1
17698/tcp,1
15738/udp,1
37971/udp,1
10849/udp,1
49752/tcp,1
4915/udp,1
52493/tcp,1
42215/tcp,1
12595/udp,1
22840/tcp,1
30423/tcp,1
6094/tcp,1
8388/tcp,1
8388/udp,1
26193/tcp,1
43051/tcp,1
5144/udp,1
25623/tcp,1
20658/tcp,1
49747/tcp,1
39487/tcp,1
65525/tcp,1
22057/tcp,1
34404/tcp,1
59349/tcp,1
32787/tcp,1
55319/tcp,1
12496/udp,1
8389/tcp,1
54429/tcp,1
25824/tcp,1
27835/tcp,1
14399/tcp,1
8130/tcp,1
59094/tcp,1
42684/tcp,1
45756/tcp,1
19295/tcp,1
13939/tcp,1
47422/tcp,1
32380/udp,1
17879/tcp,1
35059/tcp,1
23851/tcp,1
8343/udp,1
27767/tcp,1
18037/tcp,1
23496/tcp,1
37019/tcp,1
30638/tcp,1
48741/tcp,1
21062/tcp,1
1217/udp,1
7919/udp,1
43955/udp,1
27172/udp,1
5920/tcp,1
41525/tcp,1
63807/tcp,1
35238/udp,1
46165/udp,1
20499/tcp,1
16904/tcp,1
29672/tcp,1
62373/tcp,1
53008/tcp,1
4555/udp,1
8337/tcp,1
43477/tcp,1
22628/tcp,1
63125/tcp,1
57420/tcp,1
46054/tcp,1
33923/udp,1
23936/tcp,1
45636/tcp,1
1578/udp,1
20768/tcp,1
20751/tcp,1
19611/tcp,1
36207/tcp,1
32754/udp,1
17301/tcp,1
31076/udp,1
18848/tcp,1
43869/udp,1
43706/tcp,1
14742/udp,1
47019/tcp,1
54031/tcp,1
40079/udp,1
21406/tcp,1
5867/udp,1
46193/udp,1
51143/tcp,1
8916/tcp,1
7539/tcp,1
11981/udp,1
19925/tcp,1
44112/tcp,1
49535/tcp,1
